procedure_name	procedure_mode	annotation_source	facade	config_type	result_type	algorithm_family	estimate_method	memory_estimation_status	output_artifact	support_tier	unsupported_reason	confidence	falsifier
gds.ml.kge.predict.write	WRITE_RELATIONSHIP	proc/machine-learning/src/main/java/org/neo4j/gds/ml/kge/KGEPredictWriteSpec.java:41	AlgorithmSpec loaded by procedure-collector	KGEPredictWriteConfig	AlgorithmSpec class KGEPredictWriteSpec	machine_learning_kge	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Neo4j write-back or export side effect	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.model.drop	READ	proc/catalog/src/main/java/org/neo4j/gds/model/catalog/ModelDropProc.java:40	facade.modelCatalog	modelName, failIfMissing, modelName, failIfMissing	Stream<ModelCatalogResult>	model_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog artifact removal	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.model.exists	READ	proc/catalog/src/main/java/org/neo4j/gds/model/catalog/ModelExistsProc.java:40	facade.modelCatalog	modelName, modelName	Stream<ModelExistsResult>	model_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog metadata result	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.model.list	READ	proc/catalog/src/main/java/org/neo4j/gds/model/catalog/ModelListProc.java:41	facade.modelCatalog	modelName, modelName	Stream<ModelCatalogResult>	model_catalog	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog metadata result	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.modularityOptimization.stream	READ	proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationStreamProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<ModularityOptimizationStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.modularityOptimization.write	WRITE	proc/community/src/main/java/org/neo4j/gds/modularityoptimization/ModularityOptimizationWriteProc.java:43	facade.algorithms	Map<String,Object> configuration	Stream<ModularityOptimizationWriteResult>	gds_public_surface	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.nodeSimilarity.filtered.mutate	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/filterednodesim/FilteredNodeSimilarityMutateProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<SimilarityMutateResult>	similarity	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.nodeSimilarity.filtered.mutate.estimate	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/filterednodesim/FilteredNodeSimilarityMutateProc.java:51	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	similarity	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.nodeSimilarity.mutate	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/nodesim/NodeSimilarityMutateProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<SimilarityMutateResult>	similarity	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.nodeSimilarity.stats	READ	proc/similarity/src/main/java/org/neo4j/gds/similarity/nodesim/NodeSimilarityStatsProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<SimilarityStatsResult>	similarity	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.nodeSimilarity.write	WRITE	proc/similarity/src/main/java/org/neo4j/gds/similarity/nodesim/NodeSimilarityWriteProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<SimilarityWriteResult>	similarity	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.pipeline.drop	READ	proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineDropProc.java:40	facade.pipelines	pipelineName, failIfMissing, pipelineName, failIfMissing	Stream<PipelineCatalogResult>	machine_learning_pipeline	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog artifact removal	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.pipeline.exists	READ	proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineExistsProc.java:40	facade.pipelines	pipelineName, pipelineName	Stream<PipelineExistsResult>	machine_learning_pipeline	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog metadata result	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.pipeline.list	READ	proc/pipeline-catalog/src/main/java/org/neo4j/gds/pipeline/catalog/PipelineListProc.java:41	facade.pipelines	pipelineName, pipelineName	Stream<PipelineCatalogResult>	machine_learning_pipeline	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Catalog metadata result	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.randomWalk.mutate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/randomwalk/RandomWalkMutateProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<RandomWalkMutateResult>	gds_public_surface	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.randomWalk.stats	STATS	algorithm-specifications/src/main/java/org/neo4j/gds/randomwalk/RandomWalkStatsSpec.java:37	AlgorithmSpec loaded by procedure-collector	RandomWalkStatsConfig	AlgorithmSpec class RandomWalkStatsSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.randomWalk.stats	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/randomwalk/RandomWalkStatsProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<StandardModeResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.randomWalk.stream	STREAM	algorithm-specifications/src/main/java/org/neo4j/gds/randomwalk/RandomWalkStreamSpec.java:38	AlgorithmSpec loaded by procedure-collector	RandomWalkStreamConfig	AlgorithmSpec class RandomWalkStreamSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.randomWalk.stream	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/randomwalk/RandomWalkStreamProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<RandomWalkStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.scaleProperties.mutate	MUTATE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/scaling/ScalePropertiesMutateSpec.java:39	AlgorithmSpec loaded by procedure-collector	ScalePropertiesMutateConfig	AlgorithmSpec class ScalePropertiesMutateSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	In-memory catalog graph mutation	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.scaleProperties.mutate	READ_DEFAULT	proc/misc/src/main/java/org/neo4j/gds/scaling/ScalePropertiesMutateProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<ScalePropertiesMutateResult>	gds_public_surface	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.scaleProperties.stats	STREAM	algorithm-specifications/src/main/java/org/neo4j/gds/scaling/ScalePropertiesStatsSpec.java:39	AlgorithmSpec loaded by procedure-collector	ScalePropertiesStatsConfig	AlgorithmSpec class ScalePropertiesStatsSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.scaleProperties.stream	STREAM	algorithm-specifications/src/main/java/org/neo4j/gds/scaling/ScalePropertiesStreamSpec.java:39	AlgorithmSpec loaded by procedure-collector	ScalePropertiesStreamConfig	AlgorithmSpec class ScalePropertiesStreamSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.scaleProperties.stream	READ_DEFAULT	proc/misc/src/main/java/org/neo4j/gds/scaling/ScalePropertiesStreamProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<ScalePropertiesStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.scaleProperties.write	WRITE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/scaling/ScalePropertiesWriteSpec.java:39	AlgorithmSpec loaded by procedure-collector	ScalePropertiesWriteConfig	AlgorithmSpec class ScalePropertiesWriteSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Neo4j write-back or export side effect	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.astar.mutate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarMutateProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<PathFindingMutateResult>	path_finding	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.astar.mutate.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarMutateProc.java:50	facade.algorithms	graphNameOrConfiguration plus algoConfiguration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.astar.stream	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarStreamProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<PathFindingStreamResult>	path_finding	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.astar.stream.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarStreamProc.java:50	facade.algorithms	graphNameOrConfiguration plus algoConfiguration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.astar.write	WRITE	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarWriteProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<StandardWriteRelationshipsResult>	path_finding	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.astar.write.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathAStarWriteProc.java:51	facade.algorithms	graphNameOrConfiguration plus algoConfiguration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.dijkstra.mutate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraMutateProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<PathFindingMutateResult>	path_finding	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.dijkstra.mutate.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraMutateProc.java:50	facade.algorithms	graphNameOrConfiguration plus algoConfiguration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.dijkstra.stream	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraStreamProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<PathFindingStreamResult>	path_finding	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.dijkstra.stream.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraStreamProc.java:50	facade.algorithms	graphNameOrConfiguration plus algoConfiguration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.dijkstra.write	WRITE	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraWriteProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<StandardWriteRelationshipsResult>	path_finding	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.dijkstra.write.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathDijkstraWriteProc.java:51	facade.algorithms	graphNameOrConfiguration plus algoConfiguration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.yens.mutate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensMutateProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<PathFindingMutateResult>	path_finding	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	In-memory catalog graph mutation	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.yens.mutate.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensMutateProc.java:50	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.yens.stream	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensStreamProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<PathFindingStreamResult>	path_finding	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.yens.stream.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensStreamProc.java:50	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.yens.write	WRITE	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensWriteProc.java:42	facade.algorithms	Map<String,Object> configuration	Stream<StandardWriteRelationshipsResult>	path_finding	Pair with estimate endpoint or unsupported status	Requires paired estimate or reject path	Neo4j write-back or export side effect	Direct public surface	Support requires paired estimator or deterministic unsupported response before claiming compatibility	DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.shortestPath.yens.write.estimate	READ	proc/path-finding/src/main/java/org/neo4j/gds/paths/sourcetarget/ShortestPathYensWriteProc.java:51	facade.algorithms	Map<String,Object> configuration	Stream<MemoryEstimateResult>	path_finding	Explicit public estimate endpoint	Estimate procedure	MemoryEstimateResult stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.testProc.mutate	MUTATE_NODE_PROPERTY	proc/test/src/main/java/org/neo4j/gds/test/TestMutateSpec.java:44	AlgorithmSpec loaded by procedure-collector	TestMutateConfig	AlgorithmSpec class TestMutateSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	In-memory catalog graph mutation	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.testProc.write	STATS	proc/test/src/main/java/org/neo4j/gds/test/TestSpec.java:35	AlgorithmSpec loaded by procedure-collector	TestWriteConfig	AlgorithmSpec class TestSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.triangleCount.mutate	MUTATE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/TriangleCountMutateSpec.java:34	AlgorithmSpec loaded by procedure-collector	TriangleCountMutateConfig	AlgorithmSpec class TriangleCountMutateSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	In-memory catalog graph mutation	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.triangleCount.stats	STATS	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/TriangleCountStatsSpec.java:34	AlgorithmSpec loaded by procedure-collector	TriangleCountStatsConfig	AlgorithmSpec class TriangleCountStatsSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Stats result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.triangleCount.stream	STREAM	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/TriangleCountStreamSpec.java:34	AlgorithmSpec loaded by procedure-collector	TriangleCountStreamConfig	AlgorithmSpec class TriangleCountStreamSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.triangleCount.stream	READ	proc/community/src/main/java/org/neo4j/gds/triangle/TriangleCountStreamProc.java:43	facade.algorithms	Map<String,Object> configuration	Stream<TriangleCountStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.triangleCount.write	WRITE_NODE_PROPERTY	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/TriangleCountWriteSpec.java:34	AlgorithmSpec loaded by procedure-collector	TriangleCountWriteConfig	AlgorithmSpec class TriangleCountWriteSpec	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Neo4j write-back or export side effect	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.triangles	STREAM	algorithm-specifications/src/main/java/org/neo4j/gds/triangle/TriangleStreamSpecification.java:33	AlgorithmSpec loaded by procedure-collector	TriangleCountBaseConfig	AlgorithmSpec class TriangleStreamSpecification	gds_public_surface	AlgorithmFactory.memoryEstimation or MemoryEstimateDefinition	Executor estimator required	Row stream only	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.triangles	READ	proc/community/src/main/java/org/neo4j/gds/triangle/TriangleProc.java:41	facade.algorithms	Map<String,Object> configuration	Stream<TriangleStreamResult>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
gds.userLog	READ_DEFAULT	alpha/alpha-proc/src/main/java/org/neo4j/gds/userlog/UserLogProc.java:51	facade.operations	jobId, jobId	Stream<UserLogEntry>	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
test.testProc	READ_DEFAULT	test-utils/src/main/java/org/neo4j/gds/TerminateProcedure.java:40	Neo4j procedure facade or local method	config	void	gds_public_surface	Not applicable unless procedure allocates bounded work	No estimator implied by annotation	Procedure result stream	Direct public surface		DirectSource	Re-run rg -n '@Procedure|@GdsCallable' against src/main/java and compare names, modes, and source lines.
