inventory_row_id	procedure_name	surface_kind	family	mode	is_estimate	source_file	source_line	config_type	result_type	estimate_path	support_status	unsupported_error_code	unsupported_message_shape	result_schema_behavior	first_canary_or_test	evidence_confidence	notes
60	gds.articleRank.mutate.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankMutateProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-060	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
61	gds.articleRank.stats	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStatsProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-061	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
62	gds.articleRank.stats.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStatsProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStatsProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-062	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
63	gds.articleRank.stream	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStreamProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-063	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
64	gds.articleRank.stream.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStreamProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankStreamProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-064	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
65	gds.articleRank.write	procedure	centrality	WRITE	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-065	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
66	gds.articleRank.write.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/pagerank/ArticleRankWriteProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-066	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
67	gds.articulationPoints.mutate	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsMutateProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-067	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
68	gds.articulationPoints.mutate.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsMutateProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsMutateProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-068	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
69	gds.articulationPoints.stats	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStatsProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-069	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
70	gds.articulationPoints.stats.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStatsProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStatsProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-070	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
71	gds.articulationPoints.stream	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStreamProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-071	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
72	gds.articulationPoints.stream.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStreamProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsStreamProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-072	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
73	gds.articulationPoints.write	procedure	centrality	WRITE	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsWriteProc.java	42	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-073	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
74	gds.articulationPoints.write.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsWriteProc.java	51	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/articulationpoints/ArticulationPointsWriteProc.java:51	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-074	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
75	gds.beta.closeness.mutate	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityMutateProc.java	52	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-075	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
76	gds.beta.closeness.stats	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityStatsProc.java	51	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-076	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
77	gds.beta.closeness.stream	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityStreamProc.java	51	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-077	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
78	gds.beta.closeness.write	procedure	centrality	WRITE	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/closeness/ClosenessCentralityWriteProc.java	52	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-078	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
79	gds.betweenness.mutate	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityMutateProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-079	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
80	gds.betweenness.mutate.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityMutateProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityMutateProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-080	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
81	gds.betweenness.stats	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityStatsProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-081	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
82	gds.betweenness.stats.estimate	procedure	centrality	READ	yes	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityStatsProc.java	50	NeedsSource	NeedsSource	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityStatsProc.java:50	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-082	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
83	gds.betweenness.stream	procedure	centrality	READ	no	gitrefrepo/neo4j-gds-src/proc/centrality/src/main/java/org/neo4j/gds/betweenness/BetweennessCentralityStreamProc.java	41	NeedsSource	NeedsSource	NotApplicable	UnsupportedButRegistered	Neo.ClientError.Procedure.ProcedureCallFailed	Procedure is recognized by the v003 registry but is not yet supported in this build; include procedure name and support status.	Call fails before row streaming; no partial result rows are emitted.	TEST-GDS-083	DirectSource	Public row should remain registered with deterministic unsupported behavior until specific procedure evidence and implementation are ready.
